comment,cleaned_comment
Great video Paul!!!!!!!!!!!!!!!!!!!!!,great video paul
nice explanation..,nice explanation
You just saved my life,saved life
Very good video that explains CRISPER in simple terms. Thanks.,good video explains crisper simple term thanks
This guy is amazing,guy amazing
Does this mean we can be expecting the creation off real Xenomorphs? 😉,mean expecting creation real xenomorphs
annnnnnnnnnnd i just forgot it all,annnnnnnnnnnd forgot
Best explanation I've seen!  Thank you.,best explanation ive seen thank
really nicely explained in simple terms!!,really nicely explained simple term
This video is perfect! I had such a hard time finding a video that explained the concept in an understandable manner and not too bogged down in jargon and excessive detail. Thank you so much!,video perfect hard time finding video explained concept understandable manner bogged jargon excessive detail thank much
thanks! this is amazing!!!,thanks amazing
this was a fantastic explanation ..,fantastic explanation
"Could we replace the KKK, BLM & SJWs?",could replace kkk blm sjws
"I have understood that when a new type of phage  infects the bacterium,  a cas-protein will cut a piece out of the viral dna to become a spacer, which can then be used to guide another type of cas-protein to cut viral dna the next time the bacterium is infected by that virus. My question is then, why is the first type of cas-protein not sufficient to defect viral dna? I mean, the first cas-protein cuts a piece out of the viral dna to make it a spacer, but by doing this, at the same time it inactivates the virus. Why is this mechanism of creating spacers to guide type 2 cas-proteins necessary, when the type 1 cas-proteins can cut viral dna without needing a guide?",understood new type phage infects bacterium casprotein cut piece viral dna become spacer used guide another type casprotein cut viral dna next time bacterium infected virus question first type casprotein sufficient defect viral dna mean first casprotein cut piece viral dna make spacer time inactivates virus mechanism creating spacers guide type casproteins necessary type casproteins cut viral dna without needing guide
"ı did not understand at 6:26. Host rna or host dna we want to put into the dna, first you said rna and then dna, im confused and this is important, i was thinking we insert host dna into the genome where we want to add , can you clarify this,",understand host rna host dna want put dna first said rna dna im confused important thinking insert host dna genome want add clarify
You've made CRISPR/Cas9 really clear to me. Thank you!,youve made crisprcas really clear thank
What a terrific explanation!!,terrific explanation
"I have a question. So, say we go ahead and replace a faulty DNA with a good one. Do we do that in all the cells? How does one correct gene migrate to all the cells that have the faulty gene?",question say go ahead replace faulty dna good one cell one correct gene migrate cell faulty gene
Wow! Very good explanation of CRISPR! Thankl,wow good explanation crispr thankl
Women ROCK! THey re going to solve anti aging! Woohoo --- get to work another 300 years :),woman rock going solve anti aging woohoo get work another year
Very helpful video sir..............Good explanation also,helpful video sirgood explanation also
"That was great, thanks!",great thanks
Wait this video is great.,wait video great
This was extremely helpful information. This really helped me find a way to map out my SIP. Thank you so much!,extremely helpful information really helped find way map sip thank much
"I realy can't understand how the gRNA binds to the cas9, I mean when have the CAS9 and the gRNA that we have just synthesized,which are both two separate macromolecules,what should we do to bind the two together properly .",realy cant understand grna bind ca mean ca grna synthesizedwhich two separate macromoleculeswhat bind two together properly
Thank you. That is the BEST explanation I've seen.,thank best explanation ive seen
Great video!  Perfect level of detail!,great video perfect level detail
"Very helpful video, i finally understood this topic :) thank you very much!",helpful video finally understood topic thank much
"Thank you^10!
I read over and over again and struggled to understand and keep it in mind, after a week it was gone again.
Your illustrations and explanations did a wonderful job!",thank read struggled understand keep mind week gone illustration explanation wonderful job
Could CRISPR be used to make f.e. following changes on someone who is already adult? Change color of eyes? Reverse hair loss? Trigger growth of a new set of teeth? Fix arthritis? Improve oxygen intake and body recovering from sports? Improve hearing? Improve eyesight?,could crispr used make fe following change someone already adult change color eye reverse hair loss trigger growth new set teeth fix arthritis improve oxygen intake body recovering sport improve hearing improve eyesight
Dude talks way too fast.  Who's his audience?  Seems to have testosterone phage issues.  Too smart for our own good.  Let's backtrack and listen again.,dude talk way fast who audience seems testosterone phage issue smart good let backtrack listen
Thank you so much for this video! Just the right information I needed!,thank much video right information needed
This is the perfect level of depth for me accessible enough to go in with only basic prior knowledge (High School Bio) and be able to understand the inner workings of this gene editing method . Thanks! :),perfect level depth accessible enough go basic prior knowledge high school bio able understand inner working gene editing method thanks
it was really nice  and well explained thanks alot :),really nice well explained thanks alot
Awesome video! The best I have ever seen on CRISPR system. The only suggestion would be to show more clearly how the insert DNA is provided to the system in the cells. Is it fused to gRNA or it has to be provided separately.,awesome video best ever seen crispr system suggestion would show clearly insert dna provided system cell fused grna provided separately
Is the tracrRNA made from us? I mean we dont find it somewhere in the cell right? we create it?,tracrrna made u mean dont find somewhere cell right create
"Great vid, very helpful and at the right level IMHO - thanks!",great vid helpful right level imho thanks
You're amazing. Thank you!!!!,youre amazing thank
Isn't palindromic DNA impossible? (Guanine can't bind with Guanine),isnt palindromic dna impossible guanine cant bind guanine
What causes alzheimers? Did I spell that correctly?,cause alzheimers spell correctly
Thanks but you should go into more detail in the molecular part of it,thanks go detail molecular part
Thank you so much for explaining this in an easy way,thank much explaining easy way
I have found this really helpful for my presentation. Thank you so much!,found really helpful presentation thank much
"That sounds great, we always hear about new techniques and experiments going on. The question is when do humans take a real practical and effective advantage of that?",sound great always hear new technique experiment going question human take real practical effective advantage
THANK YOU for this! I was really struggling to understand CRISPR and so was my class. It was extremely helpful and very well explained.,thank really struggling understand crispr class extremely helpful well explained
wow! you really make molecular biology so simple! damn it! i had to click on the subscribe botton as fast as i could :) it was an amazing video :3,wow really make molecular biology simple damn click subscribe botton fast could amazing video
"Fantastic! I just wanted to point out a mistake: when CAS1 inserts a spacer into the host DNA it is added UPSTREAM (ie: closer to the CAS gene), not downstream. This is due to a ""polar"" acquisition leading to a sequential ""hierarchy"".

Otherwise great video, you continue to be my fall-back resource for exam preps. :)",fantastic wanted point mistake ca insert spacer host dna added upstream ie closer ca gene downstream due polar acquisition leading sequential hierarchy otherwise great video continue fallback resource exam prep
"Very helpful, finally got a clear view of what CRISPR really is!!",helpful finally got clear view crispr really
amazing video. Thank you so much for this.,amazing video thank much
"This video is really really great!
Thank you so much for making this video!
I love it sooooooooooooo much!!!",video really really great thank much making video love sooooooooooooo much
ur awesome!!!!!,ur awesome
"Thank you for the amazing video! What is funny is that I have been watching your videos for help ever since my first undergraduate bio class. I'm now in my senior year and am taking molecular biology. When my professor came across this topic in class she said "" here's a great video that sums everything up"" and sure enough, it was your video! Just goes to show you are not only helping students, you are helping professors clarify the material. Keep up the stupendous work and thanks again!",thank amazing video funny watching video help ever since first undergraduate bio class im senior year taking molecular biology professor came across topic class said here great video sum everything sure enough video go show helping student helping professor clarify material keep stupendous work thanks
great job in describing the crispr!,great job describing crispr
What program do you use to make your presentations?,program use make presentation
"He is the best!!! 
have watched his videos since I start my bachelor of science degree",best watched video since start bachelor science degree
Great video!!! I just wondered how one can manage to introduce single oligos into human cells that will be integrated instead of degradated... ?,great video wondered one manage introduce single oligos human cell integrated instead degradated
"Thank you so much, needed help understanding this for my Biochem class!",thank much needed help understanding biochem class
Great video! Even the scientists who discovered Cripr/Cas9 don't explain that well.,great video even scientist discovered criprcas dont explain well
this saved my life thank you,saved life thank
You hope that was helpful? That was freaking revealing!!! Been looking for a very understandable explanation of CRISPR for a while now until I saw this video. Thanks a lot. Subscribing to your channel,hope helpful freaking revealing looking understandable explanation crispr saw video thanks lot subscribing channel
How does the class 1 CAS protein recognise the foreign DNA? How does it break down the DNA and incorporate the foreign DNA into the CRISPR system?,class ca protein recognise foreign dna break dna incorporate foreign dna crispr system
"Best explanation, thanks for share!",best explanation thanks share
great vid ever on crispr! many thanks.,great vid ever crispr many thanks
"Great video, thanks for explaining in easy way how CRISPR works!",great video thanks explaining easy way crispr work
thank u this is so helpful,thank u helpful
It was very helpful. Thank you for the video,helpful thank video
i wondering how they do to progamme a gRNA ?,wondering progamme grna
thank you for the awesome video!,thank awesome video
"Seeing all these possibilities of CRISPR/Cas9 made me think, why was it impossible using gene splicing? To me it seems that gene splicing allows exactly the same things: isolating a specific gene, cutting DNA at a specific point and inserting that isolated gene into this point. So it should allow all these awesome things like inactivating a mutated gene and replacing it with the healthy version. Why isn't it the case? I've heard things like ""previous techniques were much less precise and efficient"". If so, why is CRISPR/Cas9 better at these points?",seeing possibility crisprcas made think impossible using gene splicing seems gene splicing allows exactly thing isolating specific gene cutting dna specific point inserting isolated gene point allow awesome thing like inactivating mutated gene replacing healthy version isnt case ive heard thing like previous technique much less precise efficient crisprcas better point
I wish I could see what a genetics lab looks like and how each step is done. How do they manipulate such small and fragile things?,wish could see genetics lab look like step done manipulate small fragile thing
You are saying viral DNA enters the cell but virusses don't have DNA right? They only have RNA. Or am i mishearing something?,saying viral dna enters cell virusses dont dna right rna mishearing something
"More people have heard about it now:
Kurzegesagt and SciShow have now made vids on it.",people heard kurzegesagt scishow made vids
"Thank you so much Paul.. you saved me from reading a bunch of introductory articles. 
I got all what I need in 7 min !! incredible man 

Despite what it could bring of harm to nature but it is an awesome topic and discovery.",thank much paul saved reading bunch introductory article got need min incredible man despite could bring harm nature awesome topic discovery
"I used to watch your videos in high school, and now I found myself watching this one for college, thank you Bozeman Science!",used watch video high school found watching one college thank bozeman science
"oh my god! haha bozeman I always end up coming back to watch your videos, been watching for a few years now :D keep it up!",oh god haha bozeman always end coming back watch video watching year keep
Excellent video and well explained! Exams are looming and I can't thank you enough!,excellent video well explained exam looming cant thank enough
"Thanks Paul , you explained such a complex topic with great ease. Great job",thanks paul explained complex topic great ease great job
"Good explanation, very clear. Thank you!",good explanation clear thank
"This is amazing, thanks! very helpful",amazing thanks helpful
"Thank you, You explained perfectly",thank explained perfectly
"6:30 ""As we break the DNA, the host DNA is going to be added""

Fascinating. And what is the magic involved in this?",break dna host dna going added fascinating magic involved
Thanks a lot for the information Paul! It was helpful for me.,thanks lot information paul helpful
"can i use the info you mentioned here in a presentation i'm making? if yes, how can i reference you or your sources?",use info mentioned presentation im making yes reference source
I don't like u,dont like u
you definitely made it very clear! very helpful! thanks!,definitely made clear helpful thanks
"how come the cas9 protein can produce overhangs. I mean like of I am interested in introducing a certain gene into the to be manipulated genome,  it is better to produce overhangs like the case of restriction enzymes so that the DNA stand to be added can hybrid with the overhangs eventually being a part of the genome.",come ca protein produce overhang mean like interested introducing certain gene manipulated genome better produce overhang like case restriction enzyme dna stand added hybrid overhang eventually part genome
"If CRISPR-CAS9 system was introduced into the body how long will it last, like an expiration or something?",crisprcas system introduced body long last like expiration something
"Very good explained and not long, super!",good explained long super
Great work! Thanks.,great work thanks
"I love love love your videos!!!
And I especially love this video!

What program do you use for your animations?",love love love video especially love video program use animation
Christian Youtube Heroes is gonna mass flag this for sure XD,christian youtube hero gon na mass flag sure xd
Your video was a big help! Thank you!,video big help thank
"That was super helpful, thank you for taking the time to explain it,",super helpful thank taking time explain
"I wonder if some day there will be a pubic API for rewriting genetic code from home
Python could literally allow you to program a python",wonder day pubic api rewriting genetic code home python could literally allow program python
"Sounds great but just think if we would have never started experimenting with humans, animals and our food we wouldn't have to search for a cure for diseases or altering DNA. Most diseases are man made, civilization has created their own issues. Greed has created most of our difficulties. Altering DNA will only create more problems as it has in the past. Instead of creating new diseases and focusing on creating new ones why don't we go back to the natural order of things. We have enough land and resources if used correctly to sustain humanity. Just as we are using science and technology in unknown ways to advance civilization soon technology will takeover and everything will be computerized. This will limit human creativity in every way.If you think you're bored now wait until the computers take over.",sound great think would never started experimenting human animal food wouldnt search cure disease altering dna disease man made civilization created issue greed created difficulty altering dna create problem past instead creating new disease focusing creating new one dont go back natural order thing enough land resource used correctly sustain humanity using science technology unknown way advance civilization soon technology takeover everything computerized limit human creativity every wayif think youre bored wait computer take
This was shorter and better visually and verbally articulated than Doudna's own TED talk.  Thank you for breaking this down so well!,shorter better visually verbally articulated doudnas ted talk thank breaking well
"So I've just watched half a dozen videos on CRISPR, including this one, and none of them explain how the system can enter every singe cell in a living organism. All the videos (including this one) only explain it once you get the CRISPR/CAS9 into a single cell. How do you get it into a single cell to begin with? And how do you get it into EVERY SINGLE CELL inside a living organism? Can someone explain this? Thanks.",ive watched half dozen video crispr including one none explain system enter every singe cell living organism video including one explain get crisprcas single cell get single cell begin get every single cell inside living organism someone explain thanks
I like this! Thank you!,like thank
I started my freshman year in college with your videos. Here I am in my senior year still studying from them! Thank you!,started freshman year college video senior year still studying thank
Seananners made me search and find this video.,seananners made search find video
"love this video, thanks :)",love video thanks
Nice jop... again,nice jop
Hey I need help. I'm in 6th Grade and I have a project about CRISPR that is due on Monday next week but I literally don't even understand a bit of this,hey need help im th grade project crispr due monday next week literally dont even understand bit
SUPER erklärt,super erklrt
I was excited to do a YouTube search for CRISPR and see your video as the second hit. Thank science for your videos! You are one of the best on the site.,excited youtube search crispr see video second hit thank science video one best site
Where do I find the more complex video?,find complex video
"could this be used for infections like herpes, where they lie dormant making it harder to fight with conventional methods. They remain inside the nuclear envelope, attached to your own DNA, until activated by stress for example, where it replicates and causes those outbreaks.  Could the CRISPR method be used to fight the virus, once activated, eventually eliminating the virus in what ever specific time frame is established, thus being considered curable?",could used infection like herpes lie dormant making harder fight conventional method remain inside nuclear envelope attached dna activated stress example replicates cause outbreak could crispr method used fight virus activated eventually eliminating virus ever specific time frame established thus considered curable
aaaaaawesome!!!!!,aaaaaawesome
Such an eloquent explanation. Thank you.,eloquent explanation thank
what a fantastic balance between information and understandability,fantastic balance information understandability
wow this was brilliant !! thank you!,wow brilliant thank
"Great video, thanks !",great video thanks
very well explained..,well explained
Damn humans are going to hell,damn human going hell
"Thank you si much for this, it was simple, understandable and straight to the point. Thnks a lot.",thank si much simple understandable straight point thnks lot
"Best explanation I've seen yet, thanks much.",best explanation ive seen yet thanks much
"MINOR quibbles: 1) usually new spacer-repeats are added at the proximal, not distal, end of the CRISPR locus; 2) This is NOT ""exactly"" how mammalian immune systems work (""just on a larger scale"") as you've stated; 3) HOST DNA, not RNA, is used in gene replacement. Nice graphics!",minor quibble usually new spacerrepeats added proximal distal end crispr locus exactly mammalian immune system work larger scale youve stated host dna rna used gene replacement nice graphic
"Much appreciated, great presentation and quality content, thanks:)",much appreciated great presentation quality content thanks
thats cool,thats cool
"Very informative, thank you.",informative thank
Holy fuck people are computers.,holy fuck people computer
excellent explanation !!! great job,excellent explanation great job
"Brilliant, thank you!",brilliant thank
"Hi, the video does help and explains a lot, but I still don't get why is CRISPR that much better than using restriction enzymes and plasmids?",hi video help explains lot still dont get crispr much better using restriction enzyme plasmid
Simply amazing thank you so much for making it very easy,simply amazing thank much making easy
very helpful dude thx a lot,helpful dude thx lot
Thanks! This was excellent. I wonder how the class 1 CAS protein can add new pieces of viruses to the library and distinguish harmful RNA from endogenous RNA?,thanks excellent wonder class ca protein add new piece virus library distinguish harmful rna endogenous rna
"It seems that scientists can use this system to insert, but not remove DNA. I wish they could just cut the unwanted DNA at both of its ends instead of at only one end at a time, so that it would be removed from our DNA. An editing system that can write, but not delete, is severely limited. Instead of trying to remove DNA, scientists will just try to fill it up with garbage in order to break it. That will make the DNA very messy and will make it much harder to actually perform deletions later in case they discover later how to finally accomplish that. I don't relish the thought of having my DNA made more messy and even harder to edit later because of this technique. I'm hugely disappointed by scientists yet again as usual; this was very overhyped.",seems scientist use system insert remove dna wish could cut unwanted dna end instead one end time would removed dna editing system write delete severely limited instead trying remove dna scientist try fill garbage order break make dna messy make much harder actually perform deletion later case discover later finally accomplish dont relish thought dna made messy even harder edit later technique im hugely disappointed scientist yet usual overhyped
"This was great video, thank you for simpe explanation mister. But I'm wondering what software you are using for this video? It is similar wits MS POwer Point, but I'm not quite sure. Maybe some other software with it.

Thank's in advance,
Nikola",great video thank simpe explanation mister im wondering software using video similar wit m power point im quite sure maybe software thanks advance nikola
"Great presentation, thanks.",great presentation thanks
"very helpful explanation :)

one question though, in what cases does the phage manage to infect bacteria then? do not all bacteria have it? and if not, at a certain point won't all bacteria have it (via evolution) and then will the phages become extinct?",helpful explanation one question though case phage manage infect bacteria bacteria certain point wont bacteria via evolution phage become extinct
i thought it is very complex procedure but u explain it very simply and beautifully.. Thank you,thought complex procedure u explain simply beautifully thank
Awesome Mr Andersen!,awesome mr andersen
perfect narrative!,perfect narrative
"I am not a microbiologist, but have been reading ""The Gene"". This video really helped me. Thanks",microbiologist reading gene video really helped thanks
"Thank you, nicely explained",thank nicely explained
"Frightening. Look what we created with lifeless Uranium, Plutonium & heavy water.",frightening look created lifeless uranium plutonium heavy water
simple dimple,simple dimple
Thank you. NLP has a bit on it too,thank nlp bit
Great one sir,great one sir
awesome video! very helpful! Thank you :),awesome video helpful thank
Great Help thanks !,great help thanks
"definitely helpful, thanks a lot!!",definitely helpful thanks lot
I watched another video where  pigs and dogs have been created from this process.,watched another video pig dog created process
What is the vector for the new DNA? Does it just come with the Cas9?,vector new dna come ca
build in a rso/rno multible gain changer....the proteine will then change the key,build rsorno multible gain changerthe proteine change key
Super ! perfect video. thanks,super perfect video thanks
"Have been looking for a good comprehensive video on the CRISPR CAS9 system for a while, so happy to have stumbled upon this one! Thank you so much!",looking good comprehensive video crispr ca system happy stumbled upon one thank much
"I have a question, so the CRISPR/Cas9 system can edit genes and the cell will divide with that DNA, but what happens to the existing cells? Do we have to make changes to every existing cell in the body of an adult if they were diagnosed with a disease after they were born?",question crisprcas system edit gene cell divide dna happens existing cell make change every existing cell body adult diagnosed disease born
"Best explanation so far, thanks Paul.",best explanation far thanks paul
Comments to me will be so vile they be x rated because people are being striped of their humanity and cannot feel for others or understand the natural world getting manipulated by dr mengele types are operating right now and crisper another road to suffering .,comment vile x rated people striped humanity feel others understand natural world getting manipulated dr mengele type operating right crisper another road suffering
So you want evil people messing with DNA who can't even treat a dog with compassion. Seriously stop being taken for a ride.,want evil people messing dna cant even treat dog compassion seriously stop taken ride
Thank you sooo much!! I'll do a presentation in school about that Topic an basically it's going to be your explanation in german :)Best material that I've found in the Internet! :),thank sooo much ill presentation school topic basically going explanation german best material ive found internet
"In theorie, can you cure neurodermitis with this system? Because the tend to get neurodermitis is genetical. I really hope this could be a way, because I suffer from this and it destroys my life... I was active and a firefighter and now I cant do a bit of sports because everytime I sweat my skin goes rampage mode and I look like a burning victim...",theorie cure neurodermitis system tend get neurodermitis genetical really hope could way suffer destroys life active firefighter cant bit sport everytime sweat skin go rampage mode look like burning victim
Using this to modify an embryo can make a whole organism with the change. But how can we use it to cure diseases? We'd need to apply this change to a very large number of cells.,using modify embryo make whole organism change use cure disease wed need apply change large number cell
This helped A LOT. Thanks for the video!,helped lot thanks video
what the fuck,fuck
Awesome Work. Really helped. Thank you.,awesome work really helped thank
Dr. Andersen... that was indeed helpful!! Thanks for the post.,dr andersen indeed helpful thanks post
"A question for you at 6:14. There you say you want to make it more complex and insert a new gene. You add a third part to the system, no.3, the gene to be added. Now, is this sequence simply added to the construct for the Cas9 vector or is it co-transferred with another vector? And is the ligation still done by the Cas9 enzyme or by other ligases? Thanks...",question say want make complex insert new gene add third part system gene added sequence simply added construct ca vector cotransferred another vector ligation still done ca enzyme ligases thanks
"This is awesome, thanks !",awesome thanks
Very helpfull!! Thanks!,helpfull thanks
awsum.. i loved the way u hv simplified the whole technique.. it was of grt help.. thnks a ton!!!,awsum loved way u hv simplified whole technique grt help thnks ton
very good for the noob like me on this topic/technology -Thx,good noob like topictechnology thx
THANK YOU for helping me understand this. I'm back to school 15 years after my degree and I'm a bit rusty. Understanding these abstract concepts can be really hard and your animation and explanation finally did the thang. THANKS THANKS THANKS a thousand times thanks!,thank helping understand im back school year degree im bit rusty understanding abstract concept really hard animation explanation finally thang thanks thanks thanks thousand time thanks
"Thank you now i understand what is going on with this, i'm not very good at biology, holy shit that is fantastic, it will change the course in history of biology, medicine and bioengineering.",thank understand going im good biology holy shit fantastic change course history biology medicine bioengineering
"Excellent summary,  The implications are both exciting and potentially frightening.",excellent summary implication exciting potentially frightening
"THIS WAS FANTASTIC THANK YOUUUUUU, saved me on an exam!",fantastic thank youuuuuu saved exam
so easy to understand!,easy understand
"Great Video! You're really good at explaining! You got the abo ;)

I hope you are a teacher, if not, please become one ;)",great video youre really good explaining got abo hope teacher please become one
Thank you so much! This video was very helpful and far easier to understand than others!,thank much video helpful far easier understand others
Very informative explanation. Paul Anderson made it crystal clear.,informative explanation paul anderson made crystal clear
As a cystic fibrosis patient and a molecular biology student I can say this is a very clear explanation. Thank you,cystic fibrosis patient molecular biology student say clear explanation thank
Your a boss!!!! Thank you!!,bos thank
"Very helpful, but how does the cell store the old virus info in the correct location so it can fight future infection?",helpful cell store old virus info correct location fight future infection
Thanks Mr Bozeman :),thanks mr bozeman
That was really really helpful. Thank you so much!,really really helpful thank much
"This was extremely helpful, people kept on mentioning it in class and now I can finally join in on the conversation! Thanks for making this video!",extremely helpful people kept mentioning class finally join conversation thanks making video
Could you prefer me your software program which you used to create such a interesting lesson? ) I need it,could prefer software program used create interesting lesson need
thank you! you just saved me for my biology exam,thank saved biology exam
#nobelprize lol,nobelprize lol
Bozeman Science single handedly saving my ass from grade 9 to year 1 university. Thanks a lot,bozeman science single handedly saving as grade year university thanks lot
"I've been struggling to understand this for months since I covered it in one of my final year modules, but this explained it incredibly well, thanks very much!",ive struggling understand month since covered one final year module explained incredibly well thanks much
I love these talks!!! Simple and extremely helpful!,love talk simple extremely helpful
Very good video. It does fill in the spaces left by other videos. One question: How is the replacement gene incorporated into the cut strand?,good video fill space left video one question replacement gene incorporated cut strand
"excelent video! Now, how do you create the gRNA?",excelent video create grna
so is crispr kind of like the find-and-replace tool in Microsoft word?,crispr kind like findandreplace tool microsoft word
Thank you very much! This was very helpful!,thank much helpful
Thanks for this info.,thanks info
"Absolute bangin'  video Paul. Helped a lot for my exams.

A question for you, and the science community, what do you are the challenges now with the CRISPR/Cas system (maybe a video...) -- specially when it comes to gene therapy? Is an efficient vector-delivery system still posed as our greatest barrier? 

Any idea on the efficiency of this system? Delivery, disruption of important genes...",absolute bangin video paul helped lot exam question science community challenge crisprcas system maybe video specially come gene therapy efficient vectordelivery system still posed greatest barrier idea efficiency system delivery disruption important gene
Nice and neat,nice neat
So cleared explained! I'm about to have a presentation on this topic and can't understand it after reading some research articles. Your video makes everything understandable now. Thank you~,cleared explained im presentation topic cant understand reading research article video make everything understandable thank
That's Awesome.. thank you sir for your beautiful explanation...,thats awesome thank sir beautiful explanation
Beautiful video Paul! Thank you so much. Very helpful for my exam in two weeks time! Keep your fingers crossed for this question coming up! x,beautiful video paul thank much helpful exam two week time keep finger crossed question coming x
"I havent finished the video yet, still watching, but that explanation right before the 3:18 mark is so cool, it reminds me of megaman xD absorbing the enemy power. Awesome",havent finished video yet still watching explanation right mark cool reminds megaman xd absorbing enemy power awesome
his picture of cas9 looks like a manatee or that other sea mammal,picture ca look like manatee sea mammal
Thank you. Nice video :),thank nice video
i have a final in a few hours and this helped tremendously thanks!,final hour helped tremendously thanks
Wait do they add in RNA or DNA? Or is it primers of DNA (essentially RNA) ?,wait add rna dna primer dna essentially rna
spednign only 10 minutes instead of spending hours to read paper. Thanks,spednign minute instead spending hour read paper thanks
I laughed at the #NobelPrize more than I should've.,laughed nobelprize shouldve
You guys are awesome.,guy awesome
that WAS helpful..thank you!,helpfulthank
very well explained!! thanks a lot!,well explained thanks lot
"please, would you make a video on the  muscular system lab. I have been looking for a video online but there  are not any good  video.",please would make video muscular system lab looking video online good video
Thank you for the clear explanation!!!!,thank clear explanation
hi!can you plz tell me any recent amazing research in genetics and biochemistry....other than crispr cas 9 that has role in treating different diseases.....,hican plz tell recent amazing research genetics biochemistryother crispr ca role treating different disease
How's the development in CRISPR Cas9? Are they testing it out on humans now?,hows development crispr ca testing human
your videos are so beneficial!! just watched one and couldnt stop :))) please keep up the good work,video beneficial watched one couldnt stop please keep good work
"Paul, I looked for this video on your website and I couldn't find it. Can you direct me to it? Under which section should I look for it? Thanks... :)",paul looked video website couldnt find direct section look thanks
"you have no idea how helpful your videos are! i really wish u could cover higher terms in physiology or other subjects, i tried googling things that you didn't cover but seriously no one can actually explain things the way you do! so interesting, simple and in a really short time, u don't waste time on introducing or wtv, plus your examples stick within us ! thanks a lot you are the reason i pass my exams ;)        

oh and excuse my  English it's not my mother language",idea helpful video really wish u could cover higher term physiology subject tried googling thing didnt cover seriously one actually explain thing way interesting simple really short time u dont waste time introducing wtv plus example stick within u thanks lot reason pas exam oh excuse english mother language
"Love the video, so helpful",love video helpful
"Thanks , Now I can go around and teach my pals at university . :)",thanks go around teach pal university
"Helpful? Hell yes. Thank goodness for those pioneering scientists, we can do so much with this! Great video!",helpful hell yes thank goodness pioneering scientist much great video
The most helpful video I've found about this topic by far. Thank you very much for the information.,helpful video ive found topic far thank much information
"semple, easy and understandable. 

amazing 

thanks a lot",semple easy understandable amazing thanks lot
"Nice video, but I noticed you glossed over the tcrRNA bit. It seems to be like an arming mechanism for the protein. Also not clear yet is how the palindrome/tcrRNA part of the gRNA sequence can vary. Does it have to have a specific sequence for Cas9 to work? Lastly it is not clear how Cas1 identifies new foreign sequences to be added to the CRISPR system.",nice video noticed glossed tcrrna bit seems like arming mechanism protein also clear yet palindrometcrrna part grna sequence vary specific sequence ca work lastly clear ca identifies new foreign sequence added crispr system
fantastic video! thanks!!!!!,fantastic video thanks
It took our teacher 45 minutes to explain this in class and countless hours for students to understand it. This guy did it in just 7 minutes. I would be a biology major if he was my teacher.,took teacher minute explain class countless hour student understand guy minute would biology major teacher
CRISPER dna and the thymus.  Any correlation?,crisper dna thymus correlation
"this gives up hope on many medical frontiers, thanks for explaining it with detail.",give hope many medical frontier thanks explaining detail
I didn't truly understand what CRISPR was until I watched this. Great job breaking it down.,didnt truly understand crispr watched great job breaking
I mean a Skype invitation.,mean skype invitation
"Hello Mr Paul I am Musa a middle school Science teacher in Saudi Arabia.I am very crazy about using technology in my classes and this had made my students to watch several of your videos.Recently I promised to invite you to speak with them about a particular topic they have taken before  just for few minutes so that they can  have the chance of speaking with you directly and asking you questions.please i will be glad to get your response into my personal email.We really love your videos.
hope to read your response soon Sir.Thanks",hello mr paul musa middle school science teacher saudi arabiai crazy using technology class made student watch several videosrecently promised invite speak particular topic taken minute chance speaking directly asking questionsplease glad get response personal emailwe really love video hope read response soon sirthanks
"THIS IS PERFECT!!!
I was so confused about what CRISPR was until this video!",perfect confused crispr video
supper helpful!! Thank you so much!!!,supper helpful thank much
"wow, that was good!",wow good
"Mr.Anderson, your endeavor to educate kids through your very beneficial videos is very intriguing. Not only do i like the overall idea of your website, but i learn a great deal more in my path to get a 5 on the Ap Biology Exam. Thank you very much, for as per my knowledge this is an nonprofitable website.",mranderson endeavor educate kid beneficial video intriguing like overall idea website learn great deal path get ap biology exam thank much per knowledge nonprofitable website
"Fantastic video, I was just reading a paper about guide RNA and couldn't figure it out, thanks Broseman.",fantastic video reading paper guide rna couldnt figure thanks broseman
"I am an AP Biology teacher and am always recommending your videos to explain topics.  I recently came across CRSPR in the news and was discussing it with some of my more seasoned bio students.  When I got the NSTA digest and YOUR video was in there....I was ecstatic!  It was like two worlds meeting.  Anyhow, great job.  Thanks for keeping up with everything.",ap biology teacher always recommending video explain topic recently came across crspr news discussing seasoned bio student got nsta digest video therei ecstatic like two world meeting anyhow great job thanks keeping everything
"Great explanation, but still a bit more detailed than what I need for my entry-level tech-college horticulture students.  Can you suggest a Bozeman Science video that gives a simple explanation of genetically engineering plants for herbicide resistance or insect resistance/tolerance?",great explanation still bit detailed need entrylevel techcollege horticulture student suggest bozeman science video give simple explanation genetically engineering plant herbicide resistance insect resistancetolerance
Thank You! You are absolutely right about the videos out there. I had to do a report on CRISPR/Cas9 last semester and struggled to figure everything out. This video would have helped out greatly. I can't wait to try out my own experiments with it! :),thank absolutely right video report crisprcas last semester struggled figure everything video would helped greatly cant wait try experiment
"Awesome as usual, thanks a lot!",awesome usual thanks lot
Thanks very much!  I've been looking for a good explanation of this.  Are you at Montana State?,thanks much ive looking good explanation montana state
Thanks so much this is really helpful.,thanks much really helpful
hi I was wondering what the cellular level is please respond k have a hard science lab,hi wondering cellular level please respond k hard science lab
