comment,cleaned_comment,cluster
LIES LIES YOU WERE TAUGHT LIES LIES YOU SPEW!!!,lie lie taught lie lie spew,0.0
"So we have look at all stars in the universe and the dimming light from this star makes it the most mysterious in billions × billions of stars.
It really isn't the star that us mysterious,  but the darkening of it's brightness from the data collected.",look star universe dimming light star make mysterious billion billion star really isnt star u mysterious darkening brightness data collected,0.0
"Heat will not be asertainable until after light, due distance... I would agree/suggest a planetary collision of two orbiting planets...",heat asertainable light due distance would agreesuggest planetary collision two orbiting planet,-1.0
"""...there is more data to come""   BORING",data come boring,0.0
"what we see is billions of year old light/picture. we do not know whether that planets /stars are same at present time
.even it is normal it takes billion of light years to go there will planet be present there until we reach there",see billion year old lightpicture know whether planet star present time even normal take billion light year go planet present reach,-1.0
"""Something massive, with roughly 1,000 times the area of Earth'"". Your self awareness is admirable Tabetha.",something massive roughly time area earth self awareness admirable tabetha,-1.0
I have a question: why am i seeing Little dipper stars 365 nights if we revolving around the sun.  Is there no other stars  behind the sun?,question seeing little dipper star night revolving around sun star behind sun,-1.0
UX SRA MERE KUNEM AXCHI,ux sra mere kunem axchi,-1.0
"3:41  In my opinion,
The non-symmetrical spotted graph is because it is 2 planets not just for one planet, the first planet is small thats why it gave the first small U curve, the second planet is larger , it came after the small planet, which gave the second big U curve, which means they are just two interleaved U curves. 
☀️ 🌍 🌍",opinion nonsymmetrical spotted graph planet one planet first planet small thats gave first small u curve second planet larger came small planet gave second big u curve mean two interleaved u curve,-1.0
ThinkSpaceTravel.com and SpaceTravelMe.com are for sale.  about.me/buydomains,thinkspacetravelcom spacetravelmecom sale aboutmebuydomains,-1.0
Chuck Norris touch again Kepler.........,chuck norris touch kepler,0.0
Another TED talk that is useless,another ted talk useless,0.0
"""Nasa had developed very sophisticated computers to find..."" No. They developed very sophisticated software. She doesn't know the difference.",nasa developed sophisticated computer find developed sophisticated software doesnt know difference,-1.0
wouldn't a planet be spherical not circular?,wouldnt planet spherical circular,16.0
sun spot activity?,sun spot activity,0.0
Couldn't this star just be a T-Tauri Irregular Variable star? Or a Mira Variable star. They vary in luminosity due to the changes in fuel being fused in the core. It is also very close to the instability strip on the HR Diagram.,couldnt star ttauri irregular variable star mira variable star vary luminosity due change fuel fused core also close instability strip hr diagram,0.0
Humans r more intelligent than any alien species....bcoz v r trying to find them ...they don't even tried once...to find us...,human r intelligent alien speciesbcoz v r trying find dont even tried onceto find u,0.0
You assume the aliens were extracting energy from sun?  Another liberal fuckin up science with your political agenda.... pathetic,assume alien extracting energy sun another liberal fuckin science political agenda pathetic,-1.0
"""The data were good"" - Nasa scientist",data good nasa scientist,0.0
"""The data were good""

very satisfying to hear this conjugation",data good satisfying hear conjugation,0.0
This type of stuff fascinates me,type stuff fascinates,0.0
Maybe the sun has created a sister planet a tiny neutron star that orbits faster n slower depending on the sun's volatility... I don't know i am no expert 😎,maybe sun created sister planet tiny neutron star orbit faster n slower depending sun volatility dont know expert,0.0
It could be that we don't actually know everything about the universe. I mean I don't want to be that guy.,could dont actually know everything universe mean dont want guy,0.0
That hideous smock she is wearing probably blocks some light.,hideous smock wearing probably block light,0.0
Stop lying to the public.,stop lying public,-1.0
Tyranids ...,tyranids,-1.0
Another simple solution is small debris passing in front of Kepler having nothing to do with the star they are observing,another simple solution small debris passing front kepler nothing star observing,-1.0
The simplest solution is usually correct. A star with multiple large planets some of which have large moons can easily describe the light dip curves.,simplest solution usually correct star multiple large planet large moon easily describe light dip curve,0.0
"I often ponder the possibility that as we are looking at light that was emitted thousands of light years ago, every star in the sky may no longer exist, and that we are completely alone. There is no point in planning to travel to any of these stars, as not only may they no longer be there, they may vanish whilst en route. The chances of any of the stars and planets still existing must be pretty slim. All signals, pulses etc are so ancient that it is beyond our comprehension, the source has long since ceased to exist. Or am I missing something??",often ponder possibility looking light emitted thousand light year ago every star sky may longer exist completely alone point planning travel star may longer may vanish whilst en route chance star planet still existing must pretty slim signal pulse etc ancient beyond comprehension source long since ceased exist missing something,-1.0
