comment,cleaned_comment
Physics students from St. Finian's College Secondary School Mullingar Co. Westmeath Ireland like to question the mystery of the Universe as they are atheists who believe in the Big Bang by Theoretical Physicist by Stephen Hawking and Evolution Ape to Human by Charles Darwin,physic student st finians college secondary school mullingar co westmeath ireland like question mystery universe atheist believe big bang theoretical physicist stephen hawking evolution ape human charles darwin
LOSE the seizure-theatre!!! SHAAAAAAME on whomever sat that GENIUS on the HARDEST piece of wood ON THE PLANET!!!!!!!! SHAME!!!,lose seizuretheatre shaaaaaame whomever sat genius hardest piece wood planet shame
"Black hole are a myth, an hallucination by the closed minded",black hole myth hallucination closed minded
I read a comment somewhere that Brian Cox is Keanu Reeves of astronomy and I think it's true.,read comment somewhere brian cox keanu reef astronomy think true
Black Hoe's the key to understanding a universe,black hoe key understanding universe
He describes how ufos appear to us.  They are intelligences far in advance of humans.,describes ufo appear u intelligence far advance human
This dude is a rare person. Someone you can listen to and who speaks slowly and clearly without redundancy and stumbling over words.,dude rare person someone listen speaks slowly clearly without redundancy stumbling word
Isn't that interesting.  This sounds just like the Akashic Record.  Advanced astral projectors can access it.  A place that holds any and all information on what has happened ever.  And probabilities for the future.,isnt interesting sound like akashic record advanced astral projector access place hold information happened ever probability future
When did Keanu Reaves get so good at physics?,keanu reaves get good physic
Big respect and admiration professor Brian Cox,big respect admiration professor brian cox
Alright this guy is supposed to be a genius or something but there is no R in idéa.,alright guy supposed genius something r ida
I feel confident about my own idea what's inside the black hole and why are planets and galaxies existed. Actually the 5th dimension is included.,feel confident idea whats inside black hole planet galaxy existed actually th dimension included
"So very strange, the accounting issue is never addressed in explaining Hawking Radiation. The black hole radiates yet does not evaporate.",strange accounting issue never addressed explaining hawking radiation black hole radiates yet evaporate
"I think it still assuming it is not physical evidence,just saying.imho.",think still assuming physical evidencejust sayingimho
Waste time thinking/dreaming about magical and pointless things!,waste time thinkingdreaming magical pointless thing
I am an engineer but you are boring,engineer boring
"I absolutly cant get enough of this shit. Thanx so much Brian, total respect for you. The way yoy explan things is rather elegant..",absolutly cant get enough shit thanx much brian total respect way yoy explan thing rather elegant
😮wow i just learned something 😅wow. 😮😮😮,wow learned something wow
Brian Cox is a FRAUD 😡👎,brian cox fraud
"this dude is awesome. great to video, thank you!!!",dude awesome great video thank
I love BRAIN COCKS,love brain cock
So if the center of a black hole is infinitely dense and they claim all matter came from the big bang with an infinitely dense point also then why don't black holes produce big bangs? Or is it that the density of a black hole is so massive that we have no way to calculate or even comprehend such a number? I know not all infinite/infinities are equal. Some are bigger than others. Need a new naming system for small infinities and larger ones,center black hole infinitely dense claim matter came big bang infinitely dense point also dont black hole produce big bang density black hole massive way calculate even comprehend number know infiniteinfinities equal bigger others need new naming system small infinity larger one
What does Beijing Biden think?,beijing biden think
If I have to tear this universe another black hole I’m going to find it!,tear universe another black hole im going find
Hahahahaha,hahahahaha
Damn he’s smart,damn he smart
"Right when Brian says ""actually.. it's the end of time""
It makes more sense to say ""the end of THIS time"", especially if you read what many ancient cultures would write on these subjects.",right brian say actually end time make sense say end time especially read many ancient culture would write subject
That’s so exciting! I would love to know more about the deeper nature of our universe. I think I was just born too early to understand all that. Maybe one day the humans will unlock all the secrets of the universe… Makes me crazy sometimes to know so little about the reality we life in,thats exciting would love know deeper nature universe think born early understand maybe one day human unlock secret universe make crazy sometimes know little reality life
I could listen to Brian for hours on end.,could listen brian hour end
What type of particles are exhausted from the black hole,type particle exhausted black hole
Is it possible that the Hawkins radiation is emitting hydrogen after the pressure of gravity knocks off all of the electrons and becomes hydrogen again.,possible hawkins radiation emitting hydrogen pressure gravity knock electron becomes hydrogen
Each particle is a spirt sent to earth to become a human,particle spirt sent earth become human
"Your title for your book aught to be, “Black Holes, The Key to Understanding the Universe… Maybe”",title book aught black hole key understanding universe maybe
"If time is relative to the influence of mass within spacetime, and as mass moves towards an infinitesimal quantity, then time, relative to that infinitesimal mass, moves towards existence within an infinite timeframe.
If your consciousness has zero mass, assuming it extends beyond our 3 dimensional world, then time for that consciousness becomes infinite.",time relative influence mass within spacetime mass move towards infinitesimal quantity time relative infinitesimal mass move towards existence within infinite timeframe consciousness zero mass assuming extends beyond dimensional world time consciousness becomes infinite
wow that is deep,wow deep
"You can guess and speculate all you want to what end? You can never know the answers to your questions. We can never really study up,close a black hole. We don’t really even know what they are. Again we observe we speculate and after all that, what we are truly left with is we don’t know. Why is that so hard for all the physicists and scientists and even doctor to say. I don’t know. A really big example of when they should have said this “The Big Bang Theory. James Webb proved all of you wrong. You all were so sure you had the answer and poof it’s gone forever along with your credibility. And now your scratching around and clawing at anything else that sounds like it can fit into your narrative. Face it, you don’t have one. Crickets is what I hear in the vacuum your egos left behind when the Big Bang went poof.",guess speculate want end never know answer question never really study upclose black hole dont really even know observe speculate truly left dont know hard physicist scientist even doctor say dont know really big example said big bang theory james webb proved wrong sure answer poof gone forever along credibility scratching around clawing anything else sound like fit narrative face dont one cricket hear vacuum ego left behind big bang went poof
Black holes isn’t usually the category I choose but it’ll do the job.,black hole isnt usually category choose itll job
At the center of a black hole there's an almost infinitely small energy field with almost infinite energy density.,center black hole there almost infinitely small energy field almost infinite energy density
Brian Cox is one of those people I could listen too for hours whilst at the same time not understanding a single thing he's saying and yet at the end I feel smarter 😂,brian cox one people could listen hour whilst time understanding single thing he saying yet end feel smarter
"to reference a Superman metahpor maybe the singularity is the moment where the unstoppable forces of Time and gravity collide, where the immovable object,  meets the unstoppable force and they both surrender.",reference superman metahpor maybe singularity moment unstoppable force time gravity collide immovable object meet unstoppable force surrender
"Well you don’t know for certain that information is preserved inside of a black hole. We don’t know for certain what is inside it. What kind of information would we expect to go into the black hole? IMO this is irrelevant as we are presented with the thought of a black hole that can absorb some relevant information from the universe and somehow pass it into the future.
Yes information is conserved in books which keep the text for future generations. I don’t think the same principal of conserved information should be applied to the univers.
So information is radiation which is irrelevant. We are too stupid to ask the question, and we don’t have the right to ask it.",well dont know certain information preserved inside black hole dont know certain inside kind information would expect go black hole imo irrelevant presented thought black hole absorb relevant information universe somehow pas future yes information conserved book keep text future generation dont think principal conserved information applied univers information radiation irrelevant stupid ask question dont right ask
"why should we understand  a lot of fisics phenomens in that horizont? Did we not get the picture of a blury , very blury image of  a  considered to be a black hole but we can't se  nothing in that image, then from where do we know hot to reproduce in a simuator an exact black hole? how can we simulate the forces that we can't understant  at all? Unless someone know much more :)))",understand lot fisics phenomens horizont get picture blury blury image considered black hole cant se nothing image know hot reproduce simuator exact black hole simulate force cant understant unless someone know much
"Now my internet history shows ""Cox on Black holes""",internet history show cox black hole
Incredible! I could listen to Brian Cox forever!,incredible could listen brian cox forever
Absolutely fascinating video!! Truly amazed by Black Holes. The true mystery of the Universe 💯💯,absolutely fascinating video truly amazed black hole true mystery universe
"Lots of channels claiming prominent scientist giving lectures, so you are the real thing?",lot channel claiming prominent scientist giving lecture real thing
"No, in think one should start by explaining how bh could ever form despite the time slow down. The rest is not important. black holes were first theoretical objects. But the formation of black holes was never explained. I don't agree some one takes for given that they exist. I do not agree either with the space-time idea. This is rhetoric, not physic. physics is analytic, not synthetic. bye",think one start explaining bh could ever form despite time slow rest important black hole first theoretical object formation black hole never explained dont agree one take given exist agree either spacetime idea rhetoric physic physic analytic synthetic bye
Love charlatans,love charlatan
The only problem is black holes do not exist... because of the gravitationnel time slow down. Nothing can ever fall inside for example.,problem black hole exist gravitationnel time slow nothing ever fall inside example
"How could something be infinitely dense if we’re talking about matter?  If matter exists, it must be measurable, so I don’t understand how it could be infinitely dense.  So dense, it doesn’t exist?",could something infinitely dense talking matter matter exists must measurable dont understand could infinitely dense dense doesnt exist
"black holes are constantly fed by cosmic radiation 
(where gravity is shielding from cosmic radiation gravity can never exeed the speed of light )",black hole constantly fed cosmic radiation gravity shielding cosmic radiation gravity never exeed speed light
BLACK HOLES will take your money!!!!,black hole take money
"Ya don't stress about it, I'm sure we're supermassively wrong about black holes as we tend to be about everything else we think we know. 🕳️",ya dont stress im sure supermassively wrong black hole tend everything else think know
why bother putting a backdrop if you're going to just show the background? lol,bother putting backdrop youre going show background lol
When he said black holes I thought this post was going to be about Kamala and Michelle..,said black hole thought post going kamala michelle
Black holes doesn t exist -pure speculations .....,black hole exist pure speculation
Black holes are worm holes. We need these or we'll never see the other side of the universe. 97% of the universe we'll never reach due to them moving away fro us at the speed of light. You go into the black hole and pop out of a white hole....,black hole worm hole need well never see side universe universe well never reach due moving away fro u speed light go black hole pop white hole
"If the particles emerging out of the black hole are entangled with the ones inside, isn't it possible to capture the particles outside of the black hole and study it to know what is actually happening inside with the entangled particle at the singularity?",particle emerging black hole entangled one inside isnt possible capture particle outside black hole study know actually happening inside entangled particle singularity
"The Hawking Equation is underrated. Most people don't even know what it is. It is literally the ONLY equation that includes constants from multiple different theories of physics in 1 equation. The gravitational constant, Boltzmann constant, and plank constant are all there. It is a massive clue that YES there is a unifying theory of everything. If there wasn't, why would these constants all show up in 1 equation describing black holes? They wouldn't. That would be one hell of a coincidence.",hawking equation underrated people dont even know literally equation includes constant multiple different theory physic equation gravitational constant boltzmann constant plank constant massive clue yes unifying theory everything wasnt would constant show equation describing black hole wouldnt would one hell coincidence
Yeah but if you dont  want our planet consumed then idiot scientists should stop trying to create minature black holes on earth.!!,yeah dont want planet consumed idiot scientist stop trying create minature black hole earth
I love Brian so much! Such a lovely and intelligent scientist,love brian much lovely intelligent scientist
"What if we evolve on a massive planet that is denser than earth the same way of how we are adapted to earth right now, could we travel with more speed and distant  in  space as we have more denser fuel source?",evolve massive planet denser earth way adapted earth right could travel speed distant space denser fuel source
"It's super weird hearing Brian Cox say ""miles per second"".",super weird hearing brian cox say mile per second
"I’m not surprised to hear the suggestion that time and space are not fundamental, given that they are relative (not absolutes). But I find intriguing the relationships between concepts like black holes, gravity, mass, time, space, causality, certainty. 
If time stops at the event horizon of a black hole, then what happens when you go (hypothetically) past the event horizon, closer to the centre of the black hole? Could it be that a black hole is uniform past the event horizon, without change inside it because there is no time there? Then again, is it appropriate to think about what exists within a black hole – does existence have meaning in the absence of time?",im surprised hear suggestion time space fundamental given relative absolute find intriguing relationship concept like black hole gravity mass time space causality certainty time stop event horizon black hole happens go hypothetically past event horizon closer centre black hole could black hole uniform past event horizon without change inside time appropriate think exists within black hole existence meaning absence time
Didn't knew ..... John wick is also interested in astronomy great,didnt knew john wick also interested astronomy great
"Regarding the nature of spacetime, we talk about it as though it is a fabric and make it a two dimensional fabric that mass distorts like a weighted ball on the fabric surface of a trampoline. That leads us to think it has other properties of fabric and of course it is 4 dimensional instead of two dimensional (three dimensions plus time instead of the two dimensions of the fabric on a trampoline). We never really consider the thickness, but if theories of the big bang where all the universe was compressed into the space smaller than an atom then why didn't that enormous accumulation of mass instantly create the biggest black hole of all made up of all the matter in the universe? The fact that it clearly didn't suggests when you compress space time as a whole down to such small sizes that perhaps a black hole or body of immense gravity simply can't be formed because space time is so thick and it is only the expansion of space time that has allowed it to thin out to the point where holes in the material can be created. This is not good because it suggests that as the universe continues to expand the threshold for creating a black hole might get lower and lower and all remaining matter might fall out of this universe. A singularity is a point of infinite gravity where matter is crushed out of existence. A neutron star is where electrons and protons are crushed down together into neutrons with no empty space that most atoms are largely made from. The next step would be crushing the neutrons down to what? Some other subatomic particle? Photons? Maybe it is converted to energy and that is the Hawkins radiation that is emitted over time? Certainly a very interesting thing to think about.",regarding nature spacetime talk though fabric make two dimensional fabric mass distorts like weighted ball fabric surface trampoline lead u think property fabric course dimensional instead two dimensional three dimension plus time instead two dimension fabric trampoline never really consider thickness theory big bang universe compressed space smaller atom didnt enormous accumulation mass instantly create biggest black hole made matter universe fact clearly didnt suggests compress space time whole small size perhaps black hole body immense gravity simply cant formed space time thick expansion space time allowed thin point hole material created good suggests universe continues expand threshold creating black hole might get lower lower remaining matter might fall universe singularity point infinite gravity matter crushed existence neutron star electron proton crushed together neutron empty space atom largely made next step would crushing neutron subatomic particle photon maybe converted energy hawkins radiation emitted time certainly interesting thing think
georges secret key to the universe rip off,george secret key universe rip
flat earthers eating your lunch so hard lol,flat earthers eating lunch hard lol
"Brian Cox seems to spend an inordinate amount of time trying to understand God; for God is the ultimate creator of all that is.  
Even Brian Cox !",brian cox seems spend inordinate amount time trying understand god god ultimate creator even brian cox
GATEKEEPER.,gatekeeper
I legit Would love to talk to this man ❤,legit would love talk man
Space and time are figment of your imagenation / the dominant species on earth are bactiria/ explain the numbers of bactiria in you out number the human population of earth?,space time figment imagenation dominant specie earth bactiria explain number bactiria number human population earth
"What if the matter in the universe is just a hologram of what use to be? 

Picture a holy balloon filled with sand, add air and each hole feeds back into the balloon.",matter universe hologram use picture holy balloon filled sand add air hole feed back balloon
If only we could preserve every bit of information that makes Brian Cox and keep him around forever. ❤,could preserve every bit information make brian cox keep around forever
Am I just in awe… amazing points about black holes that I’m in totally agreement with.,awe amazing point black hole im totally agreement
Or they are not real.,real
Any flat-earthers watching this? Didn’t think so 😂,flatearthers watching didnt think
"The lord Buddha said for about 2500 year ago about the universe which according to the quantum physics today ,please search in the thripittaka🙏🙏🙏🌍🌌🌌🌌🌌",lord buddha said year ago universe according quantum physic today please search thripittaka
I had all these same ideas about 20 years ago but I didn't want to sound like a know-it-all so I kept them to myself.,idea year ago didnt want sound like knowitall kept
"I thought we had finally stopped using the understandable, but completely fabricated myth of virtual particles causing hawking radiation. Hawking himself admitted that it was a popsci method of making something understandable, but in 2023, repeating it isn't helping anyone. I recommend Nick Lucid (Science Asylum) who has an entire video on the topic.",thought finally stopped using understandable completely fabricated myth virtual particle causing hawking radiation hawking admitted popsci method making something understandable repeating isnt helping anyone recommend nick lucid science asylum entire video topic
Brian Cox simply speaks with clarity that most mortals do not have. He says thinks like “we don’t know” and makes it sound incredible !!,brian cox simply speaks clarity mortal say think like dont know make sound incredible
"The suggestion that a black hole singularity, could be both a point in space  and a moment in time, is amazing to me.",suggestion black hole singularity could point space moment time amazing
ive never had a crush a physicist before,ive never crush physicist
"Anytime Human Universe has played on BBC, I close my eyes and just listen. The way he explains things is very expressive but soothing at the same time.",anytime human universe played bbc close eye listen way explains thing expressive soothing time
I watch a lot of videos on black holes and this was astoundihg,watch lot video black hole astoundihg
Stop africa darkness,stop africa darkness
why music  every video!!!!!!!!!!,music every video
Any youtuber that is honoured to have brian cox will get an easy sub. No joke for 7 year's now I have listened to brian cox at night to get to sleep very interesting and calming the way he teaches,youtuber honoured brian cox get easy sub joke year listened brian cox night get sleep interesting calming way teach
Lucky for us that even brilliant minds lik the one of Brian Cox don't really know what time and space is. It makes me feel less stupid!,lucky u even brilliant mind lik one brian cox dont really know time space make feel less stupid
"Would we be able to detect gravitational ripples from a black hole completely evaporating? As in, would the gravity well once disappearing from existence create waves?",would able detect gravitational ripple black hole completely evaporating would gravity well disappearing existence create wave
Black holes are beginnings of other universes.,black hole beginning universe
If the world is going to explode I want him to announce it.,world going explode want announce
"There's one thing that I never understood, and maybe someone here could enlighten me. If things that fall into the black hole seem to stop in time at the event horizon, shouldn't we be able to see everything that fell into it from the outside?",there one thing never understood maybe someone could enlighten thing fall black hole seem stop time event horizon shouldnt able see everything fell outside
in a black hole space and time do not disappear but on the contrary become infinite... this is what the theory of relativity says,black hole space time disappear contrary become infinite theory relativity say
Space and time emerge from conscience.,space time emerge conscience
Basically there is a gravity ring  that causes space twister.,basically gravity ring cause space twister
Blackhole is just space twister. There is no super massive object at center instead you can say its a white hole.,blackhole space twister super massive object center instead say white hole
"We humans live in lies and die in reality. Even if we see truth , our brain can never consume it. We have to make fantasy out of it. Black hole and Time travels are just pure fiction.",human live lie die reality even see truth brain never consume make fantasy black hole time travel pure fiction
Loved this - watched till the very end :),loved watched till end
"what a beautiful talk <3 it's been so long since I've enjoyed a talk like this, I sat through this with full focus from beginning until the end <3",beautiful talk long since ive enjoyed talk like sat full focus beginning end
This Brian Cocks Guy seems Pretty Smart,brian cock guy seems pretty smart
No new insights. Information you can find even in newspapers.,new insight information find even newspaper
THERE IS NO BLACK HOLE. Whole thing is a scam,black hole whole thing scam
"Dr. Cox is amazing. I could listen to him for hours on end. He makes mind-boggling concepts so much easier for us laypeople to comprehend. And I have great admiration for his capacity to say ""even as scientists, we just don't know <fill in the blank>.""",dr cox amazing could listen hour end make mindboggling concept much easier u laypeople comprehend great admiration capacity say even scientist dont know fill blank
"You are so funny and all these people actually believe you! Haha! 
Indoctrination and cognitive dissonance goes a long way!",funny people actually believe haha indoctrination cognitive dissonance go long way
Voice like asmr,voice like asmr
"Brilliant clip, Brian, love it! Keep it up!",brilliant clip brian love keep
"Brian cox is such a pleasant humanbeing, I could listen to him for hours on end.",brian cox pleasant humanbeing could listen hour end
"We've had the secrets to the universe since 1953-perhaps even earlier. Many of them are now in the Mojave Desert controlled by the Lockheed Martin's, Raytheon's, etc of the world.",weve secret universe since perhaps even earlier many mojave desert controlled lockheed martin raytheons etc world
It's fascinating to me how these guys can talk about things they can't even define like black holes and the universe. Make no mistake no one knows what either are.,fascinating guy talk thing cant even define like black hole universe make mistake one know either
I’ve been saying it since like 2014 the way we get past the light speed limit is through information theory. If we can find a way to encrypt and decrypt quantum entanglement we have faster than light speed information transfer.,ive saying since like way get past light speed limit information theory find way encrypt decrypt quantum entanglement faster light speed information transfer
We are made in the image of God and as such he created this universe so we may know it.  But we have to read the ques nature gives us accurately.,made image god created universe may know read ques nature give u accurately
Fantastic mind and speaker…respect to you Mr Cox!,fantastic mind speakerrespect mr cox
I love the fact he talks about hawking radiation and the fact that black hole evaporate back into the universe.  Too many multiverse enthusiasts leave that important info out to prove their false premise.,love fact talk hawking radiation fact black hole evaporate back universe many multiverse enthusiast leave important info prove false premise
Yes! Black holes are creation centers of the Galaxies. Ref to : Beyond The Light Barrier.,yes black hole creation center galaxy ref beyond light barrier
Brian Cocks! Hahahaha!,brian cock hahahaha
He was good on the Monkees. Didn't know he became a professor.,good monkees didnt know became professor
Manchester 👍🏼 l spend my gap year down there in 2004💪,manchester l spend gap year
The Keanu Reeves of science,keanu reef science
There are no such things as Black Holes...look up Electric Universe Theory and all will be explained.;  No magic fairy dust...I mean no Dark Matter or Dark Energy...no Black Holes or quantum entanglement....no magic.  Just real physics!,thing black holeslook electric universe theory explained magic fairy dusti mean dark matter dark energyno black hole quantum entanglementno magic real physic
"Man... Brian Cox always manages to touch something within my soul and give this sense of incredible awe, especially in the way that he gets you to think about the most fundamental things in reality. It's all down to the way he says things; on a good day he can make you almost feel what the universe is trying to say, and his quote from Einstein ""a glimpse into something deeply hidden"" made me relate to the many times in my life where I almost came upon an incredible answer, then forgot about it moments later. 

Meditating on why things exist, while staring at things that exist just because, i.e. rocks, plants, clouds, can really get you into this state and provoke thought. Really thinking about why a rock exists, down into the small vibrations within the atomic lattice itself, really tickles something deep in my soul! Haha.",man brian cox always manages touch something within soul give sense incredible awe especially way get think fundamental thing reality way say thing good day make almost feel universe trying say quote einstein glimpse something deeply hidden made relate many time life almost came upon incredible answer forgot moment later meditating thing exist staring thing exist ie rock plant cloud really get state provoke thought really thinking rock exists small vibration within atomic lattice really tickle something deep soul haha
"So, Dr. Strange's ring is some sort of quantum computer",dr stranges ring sort quantum computer
You ever watched vertical limits as I'm seeing somewhere through it it's showing like 0003 on a piece of equipment but on the first two zeros it's showing a part of it missing and as I've been watching wavelengths I'm noticing in the top layer keeps getting notched or something so I'm suspecting they're off,ever watched vertical limit im seeing somewhere showing like piece equipment first two zero showing part missing ive watching wavelength im noticing top layer keep getting notched something im suspecting theyre
This is what theoretical physicists think about when they're not on mushrooms and what all of the rest of us think about when we are on mushrooms,theoretical physicist think theyre mushroom rest u think mushroom
I know exactly where this is going….. join the Darkside.,know exactly going join darkside
"What I don't understand bbout Hawking radiation - how can the hole lose energy, from losing a particle that 'popped into existence' from nothing, and wasn't a part of the black hole to begin with? Sounds more like a zero sum situation. The matter/energy swallowed by the hole will never return, it will only lose virtual particles/energy. But coming from nothing and going back to nothing doesn't sound like it would cause the hole to lose anything.",dont understand bbout hawking radiation hole lose energy losing particle popped existence nothing wasnt part black hole begin sound like zero sum situation matterenergy swallowed hole never return lose virtual particlesenergy coming nothing going back nothing doesnt sound like would cause hole lose anything
The big question is why is he sitting on a big white sheet .,big question sitting big white sheet
I wish this was 3 hours long,wish hour long
It is easy. You cannot reconstuct things. Because their particles was annihilated. But black hole brought new information from somewhere else with new particle. So maybe it is way of comunication beetween universes or hyperspace or whatever there :) Just thinking out loud,easy reconstuct thing particle annihilated black hole brought new information somewhere else new particle maybe way comunication beetween universe hyperspace whatever thinking loud
"Brian Cox is undoubtedly the best communicator of science to the ""common"" person.  His ability to take such complex topics and make them accessible to non specialists is amazing.",brian cox undoubtedly best communicator science common person ability take complex topic make accessible non specialist amazing
I want to hear his thoughts on black hole sun,want hear thought black hole sun
Black holes = modern religion,black hole modern religion
What kind of particles are Hawking Radiation particles? Why aren't they reabsorbable by the Black hole?,kind particle hawking radiation particle arent reabsorbable black hole
My father is the only person who understood black holes. It's an entelechia!  How can I get in touch with you??  I'd like to send you his book.,father person understood black hole entelechia get touch id like send book
Or the military industrial complex could stop gate keeping the alien tech,military industrial complex could stop gate keeping alien tech
Yeah this is straight racist yo,yeah straight racist yo
"Hi Brian, do you think that if a woman want us to give her the moon and the stars, she can give us Uranus? Thanks",hi brian think woman want u give moon star give u uranus thanks
"Black hole is a vacuum energy, and the scientists had no idea where it goes or vanish when it pulled everything in his way.",black hole vacuum energy scientist idea go vanish pulled everything way
"this is cool and all, but why should we care?",cool care
Perhaps the 'something deeply hidden' that this is all leading to is the start of the universe? A starting point,perhaps something deeply hidden leading start universe starting point
"Hey it's the, ""I have the graph, I have the graph"" guy.

Yes, the fake graph! 🤣",hey graph graph guy yes fake graph
How can you see a black hole when light can't escape,see black hole light cant escape
Maybe our solar system is made from the outer side of a black hole no big bang,maybe solar system made outer side black hole big bang
But what's on the other side has matter spagettafide to start another system???,whats side matter spagettafide start another system
"just here for a quick comment on his name.
ha.",quick comment name ha
Who else would listen to a Brian Cox podcast?,else would listen brian cox podcast
Sun is the only thing holding other planets. Usually other planets don't hold except some magnetic field. Also only one fifteenth of the mass of sun it can hold in planets. To do that one millionth of a million of its mass is convered to energy. For a car the gasoline is one litre of fuel convertion to CO2. For an elevation of 35 degrees. Whatever work you do is about 35 degrees. Even the universe is held by that. For example carbon has 108 and that's why valancy.,sun thing holding planet usually planet dont hold except magnetic field also one fifteenth mass sun hold planet one millionth million mass convered energy car gasoline one litre fuel convertion co elevation degree whatever work degree even universe held example carbon thats valancy
Can this guy be my cool uncle lmao I need this level of intelligence around all the time,guy cool uncle lmao need level intelligence around time
When is all this intellectual horsepower allowed to voice the inevitability of God?  Or is that simply still too cutting edge?,intellectual horsepower allowed voice inevitability god simply still cutting edge
"Maybe these great ""scientists"" should first prove that black holes actually exist?
Because it's a joke that someone showed a photo of a small black dot in space and some idiot thought it was proof of their existence.",maybe great scientist first prove black hole actually exist joke someone showed photo small black dot space idiot thought proof existence
Everything dies and disappears. In regards to finding Hawkins radiation then reconstructing is not possible. 🥲,everything dy disappears regard finding hawkins radiation reconstructing possible
Why are black holes black? Is black the color of nothing?,black hole black black color nothing
I think it’s the brown holes,think brown hole
"No. They couldn’t. Those aren’t black holes. Those are plasmoids. There is no laboratory anywhere on earth that can create or explain how super condense matter is possible. We have no explanation for it and we sure can’t make it. Each time we try the protons fly violently apart; and yet almost our entire model of space is built around it happening all over the place for… reasons. 
Plasmoids on the other hand are real, we can make and study them: scale them from the quantum to the galactic and every thing we observe about so-called black holes occur naturally with plasmoids with absolutely 0 need of magical particles and energies that can never be discovered or observed or billion dollar hadron colliders  It’s all CIA nonsense. Space is electric.",couldnt arent black hole plasmoids laboratory anywhere earth create explain super condense matter possible explanation sure cant make time try proton fly violently apart yet almost entire model space built around happening place reason plasmoids hand real make study scale quantum galactic every thing observe socalled black hole occur naturally plasmoids absolutely need magical particle energy never discovered observed billion dollar hadron collider cia nonsense space electric
So it's a giant Star Trek beaming machine we just have to create the hardware and software to put everything back together,giant star trek beaming machine create hardware software put everything back together
I'm not a smart man. But hawking radiation sounds like bs. Particles just appearing out of nowhere for no reason? What? And science is just banking so much math and theory on this non observed phenomenon of spontaneous creation?,im smart man hawking radiation sound like b particle appearing nowhere reason science banking much math theory non observed phenomenon spontaneous creation
I love how gentle and soft spoken he is. Plus i tend to comprehend what he says much better than other scientific speakers.,love gentle soft spoken plus tend comprehend say much better scientific speaker
"A commentary that could be a joke, but is true. Today, Brazilian minister Anielle Franco declared on her weekly television program that the name of the cosmic phenomenon ""black hole"" is racist and must be abandoned. Ignorance and anti-scientism are a trademark in Lula da Silva's left-wing Brazilian government. A flat-earther government, for sure",commentary could joke true today brazilian minister anielle franco declared weekly television program name cosmic phenomenon black hole racist must abandoned ignorance antiscientism trademark lula da silva leftwing brazilian government flatearther government sure
"It was very interesting for me to see the thumbnail half-asleep where the “o” merged with the “l”, making it invisible, and having Brian talk about the topic.",interesting see thumbnail halfasleep merged l making invisible brian talk topic
Black holes 🕳️ everyone has one.,black hole everyone one
Black holes. My favorite.,black hole favorite
I often wonder if we all are inside a black hole and if so; is dark matter the shadow of the universe before the current one?,often wonder inside black hole dark matter shadow universe current one
A whole lotta of nothing.,whole lotta nothing
Another tower of babylon. God knows the key. We just just figuring some aspects.,another tower babylon god know key figuring aspect
Black hole = wormhole but there to afraid and unprepared to find out. Earthlings 😂.,black hole wormhole afraid unprepared find earthling
"This is like when they said mapping the human genome would mean something.  Nope.  They did it.  Didn't really help.  This is more about math than what really happens.  If anyone thinks matter exists the universe in a black hole, just think that the mass of a black hole increases when matter enters and thats all you need to know to know that matter goes in and gets smashed into the hole and yeah, thats it.  Its there, the mass of the black hole increases its mass, thats it.  The math does not work, but who cares about math.  Step back and what does matter, the gravity matters.  Who cares what happens when it changes into another form just because you cannot see it.  Your math is wrong, so what.  That will not change your idea of the universe, it just changes your math.  It behaves very predictably.  Its the dark matter way away from the black hole that needs the research.",like said mapping human genome would mean something nope didnt really help math really happens anyone think matter exists universe black hole think mass black hole increase matter enters thats need know know matter go get smashed hole yeah thats mass black hole increase mass thats math work care math step back matter gravity matter care happens change another form see math wrong change idea universe change math behaves predictably dark matter way away black hole need research
Thought this was Keanu Reeves from a quick glance of the thumbnail lol,thought keanu reef quick glance thumbnail lol
"In a super massive black hole that may be light hours across, when a particle crosses the event horizon, does it instantly arrive at the singularity?  If not and as I understand it all the mass of a black hole is at the singularity, where is the mass of that particle until it arrives at the singularity.  BTW I'm just a layman and this question puzzles me.",super massive black hole may light hour across particle cross event horizon instantly arrive singularity understand mass black hole singularity mass particle arrives singularity btw im layman question puzzle
"What an amazing explanation! I'm already fascinated by the black hole/escape velocity explanation, but it keeps getting better! Didn't expect to reach up to the latest research and somehow feel I have a better grasp of it!",amazing explanation im already fascinated black holeescape velocity explanation keep getting better didnt expect reach latest research somehow feel better grasp
What an interesting video. Heck of a lot of information in just 13 minutes. Bravo!,interesting video heck lot information minute bravo
Absolutely blown away by your storytelling skills! Your soothing voice instantly turns any frown upside down. I'm so grateful for all the knowledge you share; it genuinely ignites a newfound interest in the content. Keep up the amazing work! 🙌 what a great human,absolutely blown away storytelling skill soothing voice instantly turn frown upside im grateful knowledge share genuinely ignites newfound interest content keep amazing work great human
